id,nome,turistiche,storiche,metro,quartiere
2518991634,"resti di una villa romana, cosidetta 'villa delle grotte'",,ruins,,VALLE VESCOVO
2559396351,resti di una villa romana,,archaeological_site,,CASAL BRUCIATO
2596766502,Tempio di Dia,,ruins,,COLLE DEL SOLE
2596984266,Villa romana del Torcularium,,archaeological_site,,PARCO DE' MEDICI
2597000964,Struttura in opera poligonale,,archaeological_site,,NUOVA FIERA DI ROMA
2597011911,Necropoli di Ponte Galeria,,archaeological_site,,MALNOME
2597017859,Vicus Alexandri,,archaeological_site,,VALCO S. PAOLO
2597020460,Basilica Damasiana,,archaeological_site,,COLLE DEL SOLE
2597075383,Tempio di Fortuna al I miglio,,ruins,,MARCONI
2597081924,Tomba della Vaschetta,,archaeological_site,,VIGNA PIA
2597082866,Tomba delle lesene,,archaeological_site,,VIGNA PIA
2597101486,Villa romana dell’Infernaccio,,archaeological_site,,TENUTA DEI MASSIMI
2597473712,Tomba alla Torre del Giudizio (Sepolcro romano di via Teodora sotto la Torre del Giudizio),,archaeological_site,,PIAN DUE TORRI
2597513065,Ipogeo di Santa Passera,,archaeological_site,,PIAN DUE TORRI
2602493588,Rudere,,ruins,,GIARDINETTI
2602493589,Sepolcro su via Casilina,,ruins,,TORRE ANGELA
2604862033,rilievo di Asclepio,,ruins,,RIPA
2605150360,Villa di Massenzio,,ruins,,PARCO DELL'APPIA ANTICA
2673999473,Ipogeo di Trebio Giusto,,archaeological_site,,APPIO LATINO - ALBERONE
2674009611,Ipogeo degli Ottavi,,archaeological_site,,OTTAVIA
2674141008,Basilica Hilariana,,archaeological_site,,CELIO
2674255342,Ipogeo di via Livenza,,archaeological_site,,PINCIANO
2674837030,Campo della Magna Mater,,archaeological_site,,PARCO ARCHEOLOGICO OSTIA ANTICA
2683531122,Museo storico delle comunicazioni,museum,,,EUR
2686006666,Mausoleo di Menenio Agrippa,,archaeological_site,,MONTE SACRO
2957067329,Vigamus - Museo del Videogioco,museum,,,MAZZINI
2957354282,Sepolcro Dorico,,archaeological_site,,PARCO DELL'APPIA ANTICA
2957354283,Tomba dei Licinii,,archaeological_site,,PARCO DELL'APPIA ANTICA
2957360886,Sepolcro dei figli di Sesto Pompeo,,archaeological_site,,PARCO DELL'APPIA ANTICA
2957398896,Tomba di Septimia Galla,,archaeological_site,,PARCO DELL'APPIA ANTICA
3095020681,Catacombe di Ponziano,,archaeological_site,,MONTEVERDE VECCHIO
3132068492,Colombario dei Liberti di Augusto,,archaeological_site,,PARCO DELL'APPIA ANTICA
3209751804,Fontanile Papa Benedetto XIV,,monument,,COLLI ANIENE
3310964447,Museo Hendrik Christian Andersen,museum,,,FLAMINIO
3451710542,Jonio,,,subway_entrance,TUFELLO
3456447054,Museo Boncompagni Ludovisi per le arti decorative,museum,,,SALLUSTIANO
3509729600,Bunker di Mussolini,attraction,,,NOMENTANO
3512305861,San Pietro dal Buco della serratura,attraction,,,RIPA
3594410888,Ipogeo degli Aureli,,archaeological_site,,ESQUILINO
3612947728,San Giovanni,museum,,station,TUSCOLANO
3625726733,Lodi,,,subway_entrance,TUSCOLANO
3625726734,Malatesta,,,subway_entrance,PRENESTINO LABICANO
3645077494,Gardenie,,,subway_entrance,CENTOCELLE
3645077497,Gardenie,,,subway_entrance,CENTOCELLE
3645094240,Malatesta,,,subway_entrance,PRENESTINO LABICANO
3645124935,Sant'Agnese/Annibaliano,,,subway_entrance,TRIESTE
3645129773,Bologna,,,subway_entrance,ITALIA
3656919919,Lodi,,,subway_entrance,TUSCOLANO
3656951452,Gardenie,,,subway_entrance,CENTOCELLE
3656951453,Lodi,,,subway_entrance,TUSCOLANO
3656951454,Lodi,,,subway_entrance,TUSCOLANO
3656951455,Lodi,,,subway_entrance,TUSCOLANO
3656951456,Lodi,,,subway_entrance,TUSCOLANO
3656951457,Malatesta,,,subway_entrance,PRENESTINO LABICANO
3656951458,Pigneto,,,subway_entrance,PIGNETO
3656951459,Pigneto,,,subway_entrance,PIGNETO
3658417486,Mura serviane,,ruins,,ESQUILINO
3741688499,Mueso delle Forze Alleate Roma,museum,,,TRIESTE
3751571464,Sant'Agnese/Annibaliano,,,subway_entrance,AFRICANO
3761053209,Scuderie di Augusto,,archaeological_site,,REGOLA
3761580107,Giacomo Guidi Arte Contemporanea,museum,,,PONTE
3781542085,Villa di Lucio Vero,,archaeological_site,,TOMBA DI NERONE
4078260590,Necropoli di Casal Bertone,,archaeological_site,,CASAL BERTONE
4199867862,Catacombe dei Santi Marcellino e Pietro,,archaeological_site,,VILLA DE SANCTIS
4250958790,Mercato di Monti,attraction,,,MONTI
4258490090,Museo Criminologico,museum,,,PONTE
4292016589,Real Academia de España,museum,,,TRASTEVERE
4376017562,Museo Nazionale del Palazzo di Venezia,museum,,,PIGNA
4394441939,Anagnina,,,subway_entrance,CINECITTA' EST
4398812619,La Celsa,,archaeological_site,,LABARO
4406771103,Colombario Costantiniano,,archaeological_site,,VALLE DELLA CAFFARELLA - PARCO DELL'APPIA ANTICA
4423928191,Museo Nazionale degli Strumenti Musicali,museum,,,ESQUILINO
4450594029,Miracle Water,attraction,,,TREVI
4464465299,Camere di Sant’Ignazio al Collegio del Gesù,attraction,,,PIGNA
4470099910,Museo Ebraico di Roma,museum,,,S. ANGELO
4473463243,Mostra Leonardo da Vinci,museum,,,PARIONE
4512661075,Museo archeologico,museum,,,VILLAGGIO OLIMPICO
4567393091,Santuario siriaco al Gianicolo,,archaeological_site,,TRASTEVERE
4585572435,Termini Exit T5,,,subway_entrance,ESQUILINO
4610337594,Agli eroici figli di Ostia,,monument,,OSTIA ANTICA
4616142689,Palazzo Cipolla,museum,,,COLONNA
4617103889,Fox Gallery,museum,,,PIGNA
4637408714,Palazzo umbertino del 1927,,monument,,MONTE MARIO
4668892609,Sant'Agnese/Annibaliano,,,subway_entrance,TRIESTE
4711620949,Museo Parigino,museum,,,COLONNA
4718540501,Vickers V.798D Viscount,attraction,aircraft,,TENUTA S. ALESSIO
4724510884,Bunker di Mussolini,attraction,,,NOMENTANO
4729693089,Museo Da Vinci,museum,,,CAMPO MARZIO
4754460814,Anagnina,,,subway_entrance,CINECITTA' EST
4754734734,Cloaca Máxima,attraction,,,RIPA
4770761426,San Giovanni,,,subway_entrance,TUSCOLANO
4798279227,Domus Romane di Palazzo Valentini,museum,,,TREVI
4798313725,Colonia felina di Torre Argentina,attraction,,,PIGNA
4806269688,Monumento della Caravella,,monument,,CASTRO PRETORIO
4907618679,Catacombe di Commodilla,,archaeological_site,,SAN PAOLO
4958304874,Villa dei Quintili,attraction,,,PARCO DELL'APPIA ANTICA
5032718322,Fonte di Anna Perenna,,archaeological_site,,PARIOLI
5044706567,"Casa Museo di Luigi Pirandello, archivio e biblioteca",museum,,,NOMENTANO
5070171858,Galleria nazionale d'arte antica di palazzo Corsini,museum,,,TRASTEVERE
5107467923,Domus Severiana,attraction,,,CAMPITELLI
5169979221,Termini,,,subway_entrance,ESQUILINO
5169979223,Termini Exit T2,,,subway_entrance,ESQUILINO
5209336529,Caseggiato degli Aurighi,,archaeological_site,,PARCO ARCHEOLOGICO OSTIA ANTICA
5209343628,Terme dei Sette Sapienti,,archaeological_site,,PARCO ARCHEOLOGICO OSTIA ANTICA
5216453777,Termini,,,station,ESQUILINO
5261613024,Re di Roma,,,subway_entrance,TUSCOLANO
5261613025,Re di Roma,,,subway_entrance,TUSCOLANO
5261613026,Re di Roma,,,subway_entrance,APPIO S. GIOVANNI
5261613027,Re di Roma,,,subway_entrance,APPIO S. GIOVANNI
5261613044,Re di Roma,,,subway_entrance,TUSCOLANO
5261613045,Re di Roma,,,subway_entrance,APPIO S. GIOVANNI
5261613046,Re di Roma,,,subway_entrance,APPIO S. GIOVANNI
5262016102,Colonna crucifera,,monument,,MONTEVERDE VECCHIO
5262018890,Ricordo dell'incolumità di Roma,,monument,,MONTEVERDE VECCHIO
5262021964,Santino,,monument,,MONTEVERDE VECCHIO
5272949112,San Giovanni,,,subway_entrance,TUSCOLANO
5279755345,Borghesiana,,,subway_entrance,BORGHESIANA
5340598393,Esposizione permanente Fausto delle Chiaie,museum,,,CAMPO MARZIO
5363014105,Re di Roma,,,subway_entrance,TUSCOLANO
5383085694,Busto di Alessandro Magno,attraction,memorial,,LUDOVISI
5383183092,Prima Scvola di Arte Edvcatrice,attraction,memorial,,LUDOVISI
5383183093,"Buco con palla di cannone, battaglia del 1870.",attraction,ruins,,PINCIANO
5383183094,Font Ludovisi,attraction,,,LUDOVISI
5383230110,Sepolcro di Cornelia,attraction,tomb,,PINCIANO
5383710021,Fontana del Bottino,attraction,,,CAMPO MARZIO
5401056293,Ancora nell'edera,,monument,,MARCONI
5405989440,Tratto di basolato romano della Via Latina,,ruins,,APPIO LATINO - ALBERONE
5419455327,Tomba di Nerone,,archaeological_site,,TOMBA DI NERONE
5444788634,Museo della Zecca di Roma,museum,,,AEROPORTO DELL'URBE
5457006552,Sepolcro dei Veienti,,ruins,,PARCHI VOLUSIA E PAPACCI
5509587196,Colombari di via Taranto,,archaeological_site,,TUSCOLANO
5586787424,Aula Regia,,ruins,,CAMPITELLI
5645495127,Museo della Memoria Giocosa,museum,,,PIGNETO
5645513337,Museo di Patologia del libro,museum,,,MONTI
5684866313,Conca d'Oro,,,subway_entrance,CONCA D'ORO
5793676226,MSC Meraviglia,attraction,,,CASTEL ROMANO
5793676240,Pezzi Da Oscar,attraction,,,CASTEL ROMANO
5793676242,La guerra dei mondi,attraction,,,CASTEL ROMANO
5793676248,Horror House,attraction,,,CASTEL ROMANO
5793676249,Assassin's Creed,attraction,,,CASTEL ROMANO
5793676250,Iscooter,attraction,,,CASTEL ROMANO
5793677059,Cine Tour,attraction,,,CASTEL ROMANO
5793677060,I-Fly,attraction,,,CASTEL ROMANO
5793677061,Jurassic War,attraction,,,CASTEL ROMANO
5826726788,Gladiator Museum,museum,,,PARIONE
5860781285,La testa di San Valentino,attraction,relic,,RIPA
5863168289,Gruppo Storico Romano,museum,,,ARDEATINO
5914424241,Torre Spaccata,,,subway_entrance,TORRE SPACCATA
5918364246,Torre Spaccata,,,subway_entrance,TORRE SPACCATA
5918364247,Torre Spaccata,,,subway_entrance,ALESSANDRINO
5918364248,Torre Spaccata,,,subway_entrance,ALESSANDRINO
5923702159,Monumento al Fante d'Italia,,monument,,SCUOLA DI FANTERIA CESANO
5940341387,Torre di Guardia su Cisterna,attraction,tower,,PARCO DEGLI ACQUEDOTTI
5961492356,Torre Maura,,,subway_entrance,TORRE MAURA
5961492357,Torre Maura,,,subway_entrance,TORRE MAURA
5973826056,Palazzo Merulana - Fondazione Elena e Claudio Cerasi,museum,,,ESQUILINO
5982874585,Lucio Sestio,,,subway_entrance,APPIO CLAUDIO
6055511455,Torre Maura,,,subway_entrance,TORRE MAURA
6106310744,Ipogeo di via Dino Compagni,,archaeological_site,,APPIO LATINO - ALBERONE
6133428628,Mausoleo romano,,ruins,,PARCHI VOLUSIA E PAPACCI
6133428629,Cisterna romana,,ruins,,PARCHI VOLUSIA E PAPACCI
6133613636,Villa romana,,ruins,,GIUSTINIANA
6133613637,Sepolcro romano,,ruins,,TOMBA DI NERONE
6269274485,Sepolcro a camera,,monument,,PARCO DEGLI ACQUEDOTTI
6404538385,Teatro di Pompeo,,archaeological_site,,PARIONE
6427961191,Sepolcreto Ostiense,,archaeological_site,,SAN PAOLO
6441045560,"Terme dei Cisiarii (II,II,3)",attraction,ruins,,PARCO ARCHEOLOGICO OSTIA ANTICA
6475574631,Circo Maximo Experience,attraction,,,RIPA
6484135186,palazzo Capponi Antonelli,attraction,,,REGOLA
6497896682,Museo della Repubblica Romana e della memoria garibaldina,museum,,,TRASTEVERE
6497917970,Galleria d'Arte Moderna,museum,,,COLONNA
6498036950,Casa Museo Alberto Moravia,museum,,,DELLA VITTORIA
6499298187,Museo di Storia della Medicina,museum,,,LA SAPIENZA UNIVERSITA'
6499338101,Museo di Chimica Primo Levi,museum,,,LA SAPIENZA UNIVERSITA'
6499816579,Museo Nazionale di Castel Sant’Angelo,museum,,,BORGO
6500631681,Museo Erbario,museum,,,LA SAPIENZA UNIVERSITA'
6500741290,Museo di Fisica,museum,,,LA SAPIENZA UNIVERSITA'
6501541230,Museo astronomico e copernicano,museum,,,PARCO DI MONTE MARIO
6563065029,Museo dei Frati Cappuccini e Cripta Ossario,museum,,,LUDOVISI
6690408386,Vasca delle Tartarughe,attraction,,,OSTIA PONENTE
6698453445,Deposito pleistocenico della Polledrara di Cecanibbio,,archaeological_site,,CASTEL DI GUIDO NORD
6753014691,Villa cosiddetta di Plinio,,archaeological_site,,CASTEL FUSANO
6799496743,Ponte di Nona,,archaeological_site,,PRATO FIORITO
6832636585,Villa Trebazia,attraction,,,PARCO DELL'APPIA ANTICA
6863923285,Muzeo nazionale delle paste alimentari,museum,,,FLAMINIO
6897953038,Gardenie,,,subway_entrance,VILLINI SANTA MARIA
6908586063,Area archeologica Vicus Caprarius: La Città dell’Acqua,,archaeological_site,,TREVI
6981476861,Necropoli di La Monachina,,archaeological_site,,MONACHINA
7012887885,Accademia di San Luca,museum,,,TREVI
7023505139,Statua Sant Agostino,,monument,,OSTIA LEVANTE
7072439134,San Leonardo da Porto Maurizio,,monument,,ACILIA SUD
7090509832,Colonna viaria di San Cesareo de Appia,,monument,,CELIO
7114360986,Museo Leonardo da Vinci,museum,,,BORGO
7142449839,Matita rossa,,monument,,CASAL DEL MARMO
7517183464,Tomba dei Cento Scalini,,monument,,PARCO DEGLI ACQUEDOTTI
7556973802,Villa di Procoio Nuovo,,archaeological_site,,STAGNI DI OSTIA
7557141455,Villa di Grotte di Piastra,,archaeological_site,,CASTEL PORZIANO
7598776568,Sepolcro a via Marcellina,,archaeological_site,,TECNOPOLO
7632593323,Bolognetta,,,subway_entrance,BORGHESIANA
7707694027,Forte Braschi,museum,fort,,PINETO
7737775312,Mausoleo,,archaeological_site,,SAXA RUBRA
7741629568,Tomba di Marco Servilio Quarto,,archaeological_site,,PARCO DELL'APPIA ANTICA
7801603695,San Giovanni,,,subway_entrance,TUSCOLANO
7813900547,Manzoni,,,subway_entrance,ESQUILINO
7876169064,Archivio museo storico di Fiume,museum,,,GIULIANO DALMATA
7962489719,Monumento alle vittime delle foibe istriane,,monument,,GIULIANO DALMATA
7995218465,Cave di Fosso del Drago,,archaeological_site,,PROCOIO
8074581531,"Museo Anatomico ""E. Morelli""",museum,,,MONTEVERDE NUOVO
8412438138,Colonna romana,,monument,,TRASTEVERE
8499785317,"Domus di Apuleio (II,VIII,5)",,ruins,,PARCO ARCHEOLOGICO OSTIA ANTICA
8554558030,Ninfeo di Caligola (Horti Lamiani),,archaeological_site,,ESQUILINO
8554558031,Museo Ninfeo di Piazza Vittorio (Horti Lamiani),museum,,,ESQUILINO
8599247532,villa di C. Furius Octavianus,,archaeological_site,,MAGLIANELLA DI SOTTO
8625263700,Alessandrino,,,subway_entrance,TORRE SPACCATA
8625263702,Alessandrino,,,subway_entrance,ALESSANDRINO
8626139091,Fontana della Botte,attraction,,,TRASTEVERE
8695734985,Scatola Archeologica,museum,,,RIPA
8759041967,Elettromotrice STEFER 82,attraction,locomotive,,CINECITTA' EST
8789982819,Muro della Repubblica Romana,,monument,,TRASTEVERE
8854537905,Divorum,,archaeological_site,,PIGNA
8866710875,Villa della Longarina,,archaeological_site,,GIARDINO DI ROMA
8868110683,Villa dei Centroni,,archaeological_site,,CENTRONI - VALLE MARCIANA
8894870422,Tribuna Monte Mario,attraction,,,FORO ITALICO
8894872219,Curva Nord,attraction,,,FORO ITALICO
8894893317,Curva Sud,attraction,,,FORO ITALICO
8894893417,Tribuna Tevere,attraction,,,FORO ITALICO
8927293913,Terme di Porta Marina,,archaeological_site,,PARCO ARCHEOLOGICO OSTIA ANTICA
8927332517,"Regio IV - Insula VIII - Edificio IV,VIII,5",,archaeological_site,,PARCO ARCHEOLOGICO OSTIA ANTICA
8927475418,Terme delle Sei Colonne,,archaeological_site,,PARCO ARCHEOLOGICO OSTIA ANTICA
8985503842,Malatesta,,,subway_entrance,PRENESTINO LABICANO
9007845910,Ennio Morricone,,monument,,CIMITERO LAURENTINO
9051635779,Antonio Gramsci,attraction,tomb,,TESTACCIO
9082299075,"Terme del Mitra (I,XVII,2)",,archaeological_site,,PARCO ARCHEOLOGICO OSTIA ANTICA
9083527814,Cinecittà,,,subway_entrance,CINECITTA'
9083527815,Cinecittà,,,subway_entrance,APPIO CLAUDIO
9212583891,Parco di Centocelle,,,subway_entrance,CENTOCELLE
9229855880,Area Archeologica Monticchio,,archaeological_site,,OLGIATA
9244137967,Mitreo Barberini,,archaeological_site,,TREVI
9267173281,EUR Magliana,,,station,EUR
9267173299,Basilica San Paolo,,,subway_entrance,SAN PAOLO
9280732364,Museo delle Memorie,museum,,,CORVIALE
9311336647,"Caseggiato del Cane Monnus (II,I,1)",,archaeological_site,,PARCO ARCHEOLOGICO OSTIA ANTICA
9311460884,"Fullonica II,XI,1",,archaeological_site,,PARCO ARCHEOLOGICO OSTIA ANTICA
9362375698,Percy Bysshe Shelley,attraction,tomb,,TESTACCIO
9362375703,John Keats,attraction,tomb,,TESTACCIO
9366038161,Museo Storico dei Vigili del Fuoco,museum,,,TESTACCIO
9381507378,Vittorio Emanuele,,,subway_entrance,ESQUILINO
9412352725,Cisterna Fienile,,archaeological_site,,VALLE DELLA CAFFARELLA - PARCO DELL'APPIA ANTICA
9458149007,Subaugusta,,,subway_entrance,APPIO CLAUDIO
9458149008,Subaugusta,,,subway_entrance,DON BOSCO
9460745511,"Domus della Fortuna Annonaria (V,II,8)",,archaeological_site,,PARCO ARCHEOLOGICO OSTIA ANTICA
9463852529,MIAC - Museo Italiano dell’Audiovisivo e del Cinema,museum,,,CINECITTA'
9502323081,Privata Traiani Domus,,archaeological_site,,RIPA
9563207249,Museo della Cucina e Biblioteca,museum,,,CAMPITELLI
9595019792,Sepolcro Baccelli,,archaeological_site,,ARCO DI TRAVERTINO
9595019794,Basilica di Santo Stefano,,archaeological_site,,ARCO DI TRAVERTINO
9632419646,Ninfeo della Lucchina,,archaeological_site,,PALMAROLA
9632456766,Tumulo della Vaccareccia,,archaeological_site,,VACCARECCIA
9647743491,Termini,,,subway_entrance,CASTRO PRETORIO
9676942017,Arco dei Banchi,attraction,,,PONTE
9724092455,Bolognetta,,,subway_entrance,BORGHESIANA
9738039522,Vespa Museum,museum,,,MONTI
9738242080,M.A.U.Mi. Museo di Arte Urbana delle Migrazioni,museum,,,TOR PIGNATTARA
9826250159,Museo dell'Arte Salvata,museum,,,CASTRO PRETORIO
9878457664,Museo Vite di IMI,museum,,,MONTI
9897736896,Gardenie,,,subway_entrance,VILLINI SANTA MARIA
10028877935,Pagus dell'Acqua Traversa,,archaeological_site,,CORTINA D'AMPEZZO
10033617630,Villa Imperiale di Tor Paterno,,archaeological_site,,CASTEL PORZIANO
10074889581,Museo di scultura antica Giovanni Barracco,museum,,,PARIONE
10077971321,Ville del Suburbio di Ostia,,archaeological_site,,STAGNI DI OSTIA
10082765531,Sala Del Carroccio,attraction,,,CAMPITELLI
10100638855,"Piccolo Mercato (I,VIII,1)",,archaeological_site,,PARCO ARCHEOLOGICO OSTIA ANTICA
10106139087,"Caseggiato I,IX,2",,archaeological_site,,PARCO ARCHEOLOGICO OSTIA ANTICA
10106139088,"Caseggiato del Larario (I,IX,3)",,archaeological_site,,PARCO ARCHEOLOGICO OSTIA ANTICA
10106139089,"Caseggiato I,VIII,8",,archaeological_site,,PARCO ARCHEOLOGICO OSTIA ANTICA
10106158629,"Caseggiato dei Misuratori del Grano (Ostia Antica R1,VII,1-2)",,archaeological_site,,PARCO ARCHEOLOGICO OSTIA ANTICA
10111875135,"Horrea di Hortensius (V,XII,1)",,archaeological_site,,PARCO ARCHEOLOGICO OSTIA ANTICA
10111875136,"Sacello II,II,4",,archaeological_site,,PARCO ARCHEOLOGICO OSTIA ANTICA
10178773155,Museo delle illusioni,museum,,,ESQUILINO
10215257717,Palazzo Bonaparte,museum,,,PIGNA
10274653605,"Caseggiato I,XIV,4",,archaeological_site,,PARCO ARCHEOLOGICO OSTIA ANTICA
10274667191,"Horrea dei Mensores (I,XIX,4)",,archaeological_site,,PARCO ARCHEOLOGICO OSTIA ANTICA
10274667192,"Caseggiato con Fornace (I,XVII,1)",,archaeological_site,,PARCO ARCHEOLOGICO OSTIA ANTICA
10274668958,"Terme del bagnino Buticosus (I,XIV,8)",,archaeological_site,,PARCO ARCHEOLOGICO OSTIA ANTICA
10312862776,Palestra delle terme (RE G. II. INS IV.),,archaeological_site,,PARCO ARCHEOLOGICO OSTIA ANTICA
10313028761,"Molino del Silvano (Reg. I, Is. III, 1-2)",,ruins,,PARCO ARCHEOLOGICO OSTIA ANTICA
10313028762,"Palestra delle Terme del Foro (Reg. I, XII, 6-10)",,archaeological_site,,PARCO ARCHEOLOGICO OSTIA ANTICA
10558410752,"Terme del Nuotatore (V,X,3)",,archaeological_site,,PARCO ARCHEOLOGICO OSTIA ANTICA
10596617672,Velocità Luce,attraction,,,CASTEL ROMANO
10744930206,Tiburtina FS,,,subway_entrance,ITALIA
10753797924,Libia,,,subway_entrance,AFRICANO
10753797956,Libia,,,subway_entrance,VESCOVIO
10753797957,Libia,,,subway_entrance,VESCOVIO
10753797958,Libia,,,subway_entrance,VESCOVIO
10824586967,Porta Neola,,archaeological_site,,S. VITTORINO
10824599202,Nymphaeum of Paris,,archaeological_site,,S. VITTORINO
10873805527,"Portico degli Archi Trionfali (V,XI,7)",,archaeological_site,,PARCO ARCHEOLOGICO OSTIA ANTICA
10873805528,"Tempio Collegiale tra via degli Augustali e Decumano (V,XI,1)",,archaeological_site,,PARCO ARCHEOLOGICO OSTIA ANTICA
10873805529,"Santuario della Bona Dea (V,X,2)",,archaeological_site,,PARCO ARCHEOLOGICO OSTIA ANTICA
10873805530,"Domus su via deglia Augustali (V,X,1)",,archaeological_site,,PARCO ARCHEOLOGICO OSTIA ANTICA
10873805531,"Mitreo del felicissimo (V,IX,1)",,archaeological_site,,PARCO ARCHEOLOGICO OSTIA ANTICA
10873805532,"Domus del Pozzo (V,III,3)",,archaeological_site,,PARCO ARCHEOLOGICO OSTIA ANTICA
10873805533,"Caseggiato dei Lottatori (V,III,1)",,archaeological_site,,PARCO ARCHEOLOGICO OSTIA ANTICA
10873805534,"Caseggiato tra via Semita dei Cippi e via della Domus del Pozzo (V,II,2)",,archaeological_site,,PARCO ARCHEOLOGICO OSTIA ANTICA
10873805535,"Terme del Filosofo (V,II,7)",,archaeological_site,,PARCO ARCHEOLOGICO OSTIA ANTICA
