id,name,price,room_type,accommodates,review_scores_rating,quartiere
19462780,Colonna House (Piazza Navona),$475.00,Entire home/apt,5,4.91,PONTE
19466486,Appartamento a Via Veneto con jacuzzi,$564.00,Entire home/apt,6,4.83,SALLUSTIANO
19471097,appartamento 38 A,$80.00,Entire home/apt,3,4.74,EROI TRIONFALE
19473312,-40% in November: Jubilee at Colosseum,$90.00,Entire home/apt,2,4.58,MONTI
19474508,"2 bedrooms, 2 bathrooms, stepfree flat S.Pietro",$126.00,Entire home/apt,5,4.92,AURELIO
19486886,Large Room Garbatella E,$66.00,Private room,3,4.88,GARBATELLA
19488621,Large quiet room Garbatella G,$66.00,Private room,2,4.9,GARBATELLA
19209435,Cozy Apartment near the Center of Rome,$76.00,Entire home/apt,3,4.77,VILLINI SANTA MARIA
19219025,Maison Rovere,$114.00,Entire home/apt,3,4.83,BORGO
19219491,"Dany's House Roma, vicino Università UniCamillus",$105.00,Entire home/apt,6,4.91,CASAL MONASTERO
19223346,Behind Navona,$180.00,Entire home/apt,6,4.76,PARIONE
19232294,Lemon Tree Apartment Vatican City,$156.00,Entire home/apt,6,4.43,EROI TRIONFALE
19237821,"""Angolo di Roma"" Guest House bed room V",$135.00,Private room,2,5.0,ESQUILINO
19493349,Rome's Heart Center Vatican - Red Double Room,$73.00,Private room,3,4.87,PRATI
19494021,Trevi Ab Eterno: Amazing View of Trevi Fountain,$535.00,Entire home/apt,5,4.79,TREVI
19496774,Particolare Loft in Puro Stile Trasteverino,$158.00,Entire home/apt,2,4.88,TRASTEVERE
19497249,"Monocamera vicino Università Luiss, Villa Ada",$75.00,Private room,2,4.86,VESCOVIO
19497363,Stanza in casa Creativa a Lido di Ostia,$54.00,Private room,2,4.81,OSTIA LEVANTE
19514021,Spacious room Ronda St.Angelo Suites centro Roma,$261.00,Private room,4,4.0,PONTE
19520999,Pentesilea's home in the heart of Trastevere,$151.00,Entire home/apt,4,4.86,TRASTEVERE
19240914,"""Angolo di Roma"" Guest House bedroom VI",$135.00,Private room,3,5.0,ESQUILINO
19242320,"Beautiful flat. 1,6 km from Colosseum.Near Metro A",$104.00,Entire home/apt,4,4.87,ESQUILINO
19260888,Chiavari 38 - Perfect Location in Rome Center!4PAX,$195.00,Entire home/apt,4,4.68,PARIONE
19269109,Delicious House,$149.00,Entire home/apt,4,5.0,EROI TRIONFALE
19278303,Casa Ipazia,$72.00,Entire home/apt,2,4.85,VILLA DE SANCTIS
19279614,Pantheon Family Romantic Junior Suite,$245.00,Entire home/apt,4,4.8,COLONNA
19280038,"Unwind in a Colorful, Jungle-Inspired Hideaway",$60.00,Private room,2,4.8,AURELIO
19521865,Rome's Heart Center Vatican - Grey Double Room,$100.00,Hotel room,2,4.94,PRATI
19523680,Rome's Heart Center Vatican - Violet Double Room,$69.00,Hotel room,2,4.92,PRATI
19524769,Rome's Heart Center Vatican - Whole Apartment,$198.00,Entire home/apt,7,4.94,PRATI
19551796,Seven Rooms Vatican 6,$109.00,Private room,2,4.76,PRATI
19557058,Seven Rooms Vatican 5,$108.00,Hotel room,2,4.68,MAZZINI
19565152,Family apt at 700 m. from Metro & Vatican Museum,$122.00,Entire home/apt,5,4.81,EROI TRIONFALE
19565694,"Delizioso appartamento, a due passi da via veneto",$108.00,Entire home/apt,4,4.62,LUDOVISI
19303492,Apt. 15 San Lorenzo - Your private place in Rome,$80.00,Entire home/apt,2,4.79,S. LORENZO
19305680,Sapienza Grand Apartment,$188.00,Entire home/apt,6,4.72,ITALIA
19309730,B&B Aenea's near Termini station,$139.00,Hotel room,2,4.52,ESQUILINO
19775430,MAISON MANELI LUXURY PRATI,$148.00,Private room,2,4.0,PRATI
19776214,MAISON MANELI LUXURY SAN PIETRO,$154.00,Private room,2,5.0,PRATI
19590598,Domus Rotundae Pantheon,$150.00,Entire home/apt,3,4.8,S. EUSTACHIO
19592705,Luxury Rome Guest House - Room with Terrace,$115.00,Private room,4,4.84,AURELIO
19596611,Navona Bernini Lodge,$350.00,Entire home/apt,4,4.36,PONTE
19607151,Imperial Forums Flat,$104.00,Entire home/apt,3,4.55,MONTI
19608560,un tetto al Pantheon,$139.00,Entire home/apt,2,4.91,PIGNA
19615331,Near colosseum apartment san giovanni pet-friendly,$155.00,Entire home/apt,5,4.89,APPIO S. GIOVANNI
19777289,Amazing Piazza Venezia Suite Int. 3,$354.00,Entire home/apt,3,5.0,TREVI
19777384,Colourful 3 bed flat in trendy San Giovanni!,$84.00,Entire home/apt,5,4.6,TUSCOLANO
19780854,Seven Rooms Vatican 1,$159.00,Hotel room,4,4.75,PRATI
19797905,Romantico monolocale 2,$45.00,Entire home/apt,4,4.56,PODERE ROSA
19811311,Gorgeous top-floor flat in the heart of Rome,$214.00,Entire home/apt,4,4.89,CELIO
19815346,"Radiant Flat few steps from Piazza Navona, Castel Sant'Angelo, and Pantheon",$185.00,Entire home/apt,4,4.79,PONTE
19627729,SPARTA HOUSE,$133.00,Entire home/apt,4,4.81,GARBATELLA
19636495,"Single Room, BnB Enrico Fermi room 5",$73.00,Private room,1,4.64,CASTRO PRETORIO
19667717,"Milhouse , Vatican Museum & St. Peter",$107.00,Private room,2,4.97,EROI TRIONFALE
19672172,The White Flat in the heart of Rome - Esquilino,$163.00,Entire home/apt,2,4.94,ESQUILINO
19684230,"The open space of the artists, Alviti!",$116.00,Entire home/apt,2,4.68,ESQUILINO
19687490,Experience Collection by Romac - Costaguti Experience,"$1,717.00",Entire home/apt,11,4.98,S. ANGELO
19688577,"Luminoso Tiburtina, Metro B, WI-FI, ideale coppie",$80.00,Entire home/apt,4,5.0,PORTONACCIO
19815894,secret rHome - room #4,$163.00,Private room,3,4.68,PONTE
19824517,NAZIONALE 221 LUXURY HOME,$200.00,Entire home/apt,4,4.39,MONTI
19834302,15' from the Station Patrizia's entire Flat,$75.00,Entire home/apt,4,4.8,S. LORENZO
19840400,Terrazza al centro,$180.00,Entire home/apt,3,4.59,COLONNA
19850172,Casa Madonnella,$203.00,Entire home/apt,4,4.94,REGOLA
19692336,Camera di Hotel matrimoniale Superior con bagno,$61.00,Private room,2,4.73,VESCOVIO
19694723,Fabilú Rome Apartment,$130.00,Entire home/apt,6,5.0,MAZZINI
19706274,The roofs of Rome - Sui tetti di Roma,$225.00,Entire home/apt,4,4.87,S. ANGELO
19724697,Galeria Home - Modern flat,$91.00,Entire home/apt,2,4.91,OSTERIA NUOVA
19725947,"Home Alviti, 271 steps to Colosseo!",$117.00,Entire home/apt,4,4.77,ESQUILINO
19850392,iRomeSuites Design Apartment in the heart of Rome,$170.00,Entire home/apt,4,4.93,PRATI
19850866,Villa Gordiani: stanza doppia luminosissima,$35.00,Private room,4,4.3,COLLATINO
19851968,Lussuoso  attico con terrazze al centro,$296.00,Entire home/apt,6,4.5,COLONNA
19859481,Passetto aparment with private courtyard,$171.00,Entire home/apt,7,4.62,BORGO
19863181,Intero appartamento San Lorenzo 10 min da Termini,$111.00,Entire home/apt,3,5.0,S. LORENZO
19730241,Il Pinolo al Pigneto,$55.00,Entire home/apt,2,4.87,PIGNETO
19730803,Lotto 30 Metro Garbatella,$76.00,Entire home/apt,4,4.86,GARBATELLA
19732022,Rione Ponte House,$103.00,Entire home/apt,4,4.95,S. EUSTACHIO
19740759,F3| Appain Way Room- Colosseum - 2 pax,$347.00,Private room,2,4.63,ESQUILINO
19740926,"Stanza singola metro A, 15 minuti dal centro",$43.00,Private room,1,4.94,PRIMAVALLE
19743924,Spacious and stylish Loren flat,$441.00,Entire home/apt,6,4.64,SALLUSTIANO
19749209,"Casa Colosseo, Rome",$167.00,Entire home/apt,5,4.86,CELIO
19867016,VATICAN DREAMS - New cozy and sweet apartment,$180.00,Entire home/apt,4,5.0,PRATI
19870259,The Vatican Sun,$182.00,Entire home/apt,7,4.82,EROI TRIONFALE
19870868,Xenia Guest House || Luxury Room in Trastevere,$243.00,Private room,2,5.0,REGOLA
19875959,Guest Penthouse in Villa nel Verde a Roma-Ciampino,$70.00,Entire home/apt,5,4.68,MORENA
19887330,Simonetta s room  in Trastevere Centre,$60.00,Private room,1,4.4,TRASTEVERE
19889124,Casabaleno. Apartament close to metro San Giovanni,$134.00,Entire home/apt,4,4.95,APPIO S. GIOVANNI
19766297,The old wash house - Indep apt for solo travelers,$65.00,Entire home/apt,1,4.93,CERTOSA
20162843,camera singola,$57.00,Hotel room,1,4.52,APPIO LATINO - ALBERONE
20166871,Rome Pousada,$241.00,Entire home/apt,6,4.73,MEDAGLIE D'ORO
20167417,"MINI STUDIO W/TERRACE, NEXT TO PIAZZA DI SPAGNA!",$114.00,Entire home/apt,2,4.71,CAMPO MARZIO
20180817,Bedroom Love with private bathroom. Shared kitchen,$80.00,Private room,3,4.91,TALENTI
20186214,Charming Chic ApARTment - 4pax WiFi AC,$111.00,Entire home/apt,4,4.95,PIGNETO
19889610,"Overlook Piazza Venezia from a Cozy, Modern Home",$344.00,Entire home/apt,3,4.83,TREVI
19896319,Retro Inspired Apartment in Historic Building,$149.00,Entire home/apt,2,4.89,MONTI
19906505,MySuiteInRome - Quadraro Great View Suite,$63.00,Entire home/apt,4,4.82,QUADRARETTO
19912378,Luxury Rome Guest House - Double Room,$105.00,Private room,2,4.82,AURELIO
19922006,Babuino Penthouse Spanish Steps,$279.00,Entire home/apt,4,4.83,CAMPO MARZIO
20197707,Lory flat near Ostia skatepark Fiumicino Airport,$83.00,Entire home/apt,3,4.94,OSTIA PONENTE
20205913,Vatican Room,$129.00,Private room,2,4.74,BORGO
20221187,"Ma Mère Room, Trastevere",$81.00,Private room,2,4.91,TRASTEVERE
20222631,Maurizio,$53.00,Private room,2,4.65,BATTISTINI
20225017,(NB only ladies) Quiet room near public transport,$45.00,Private room,1,4.91,ACILIA NORD
20226210,Design flat near colosseum,$207.00,Entire home/apt,2,4.59,CELIO
19939490,Roma Magica a San Pietro,$329.00,Entire home/apt,5,4.89,BORGO
19944237,Breeze Eco Apartment - Floridò Rome,$202.00,Entire home/apt,2,4.91,MONTI
19949306,IRIE LIFE AT MINI LOFT,$57.00,Entire home/apt,3,4.66,CECAFUMO
19967189,Fontana di Trevi House,$306.00,Entire home/apt,4,4.7,COLONNA
19967706,Terrazza 29 - Holiday Home,$169.00,Entire home/apt,4,4.96,LANCIANI
20237468,The Sweet – Cozy Double Room with Private Ensuite,$47.00,Private room,3,4.98,VITINIA
20239820,Casa Ceroni (300 metri dall'ospedale SanPietro),$139.00,Entire home/apt,4,4.74,TOMBA DI NERONE
20241490,Cupola Room,$189.00,Private room,3,4.79,CAVALLEGGERI
20243847,Elegante e Accogliente Appartamento nel Centro Storico,$224.00,Entire home/apt,4,4.76,REGOLA
20244885,"Tridente Grande @Locappart - Modern, ideal/family",$240.00,Entire home/apt,6,4.82,CAMPO MARZIO
20247826,"Trastevere Luxury, ampia e confortevole location sospesa tra design e storia.",$465.00,Entire home/apt,6,4.91,TRASTEVERE
20250830,Bedroom with Private Bathroom-Balcony-Tiburtina FS,$63.00,Private room,2,4.9,MONTI DI PIETRALATA
19973949,Vittoria Fresco Apartment for 5 Spanish steps,$364.00,Entire home/apt,5,4.83,CAMPO MARZIO
19974135,Vittoria Family 2 bedroom Apartment Spanish steps,$408.00,Entire home/apt,4,4.83,CAMPO MARZIO
19975077,Vittoria Top Family for 6 near Spanish steps,$525.00,Entire home/apt,6,4.96,CAMPO MARZIO
19979732,ROMA - Loft Campo de' Fiori - Le Cugine,$150.00,Entire home/apt,2,4.72,PARIONE
19992118,Charming terrace apartment by spanish steps,$214.00,Entire home/apt,4,4.78,COLONNA
20252516,Cozy big Apartment Metro Piramide/Ostiense,$120.00,Entire home/apt,4,4.93,OSTIENSE
20253277,Laterano238apartment,$129.00,Entire home/apt,4,4.71,CELIO
20258145,Casetta Gialla al Pigneto,$65.00,Entire home/apt,2,4.91,PIGNETO
20262177,Old Town: Campo de Fiori Apartment,$171.00,Entire home/apt,4,4.8,PARIONE
20271392,Lupine room with private bathroom. Shared kitchen.,$71.00,Private room,2,4.87,TALENTI
20272762,Una terrazza romantica al Colosseo,$134.00,Entire home/apt,3,4.78,CELIO
20278771,LOVELY APARTMENT 300 MT FROM ST. PETER'S,$143.00,Entire home/apt,4,4.94,CAVALLEGGERI
19992806,Pantheon in love - suite con vista Pantheon,$159.00,Entire home/apt,2,4.93,S. EUSTACHIO
20009770,Casa Allegretti,$396.00,Entire home/apt,6,4.97,EROI TRIONFALE
20013073,2BR 2BA apt Rome  with balcony and sauna,$190.00,Entire home/apt,6,4.85,CASTRO PRETORIO
20014250,Elegant home by the Vatican CIN:IT058091C2PCFBZ67g,$180.00,Entire home/apt,6,4.99,CAVALLEGGERI
20025971,Thebestinrome Vite Top,$787.00,Entire home/apt,8,4.78,CAMPO MARZIO
20026722,Roma Caput Mundi double/twin room by Ann Inn,$296.00,Private room,2,4.71,ESQUILINO
20026974,Filippo Apartment in Monti,$162.00,Entire home/apt,2,4.95,MONTI
20033979,Sara’s Home (alloggio turistico nel cuore di Roma),$95.00,Entire home/apt,2,4.93,OSTIENSE
20283789,LOCAZIONE TURISTICA,$140.00,Entire home/apt,4,4.88,EROI TRIONFALE
20290043,Vintage Flat Style In Trastevere! (patio and 2bth),$148.00,Entire home/apt,4,4.77,MONTEVERDE VECCHIO
20291339,Pantheon Palazzo Monterone 02,$170.00,Private room,2,4.55,S. EUSTACHIO
20293613,New Apt w/terrace in Rome - Colosseo 12min walking,$126.00,Entire home/apt,4,4.86,ESQUILINO
20294434,Camera confortevole con bagno privato,$80.00,Private room,2,4.97,TOR PIGNATTARA
20299213,Ai Musei C&C - Central near Metro & Vatican,$149.00,Entire home/apt,6,4.97,EROI TRIONFALE
20047771,The Ancient wall in Borgo Pio | Saint Peter,$190.00,Entire home/apt,4,4.81,BORGO
20049440,10 minutes to dwntwn Studio flat-Wifi-archaeopark,$52.00,Entire home/apt,1,3.92,VILLAGGIO APPIO
20327845,Bedroom Roma with private bathroom. Shared kitchen,$80.00,Private room,2,4.89,TALENTI
20346660,Ampia stanza con bagno privato vicino Termini,$65.00,Private room,2,4.56,S. LORENZO
20348126,double business matrimoniale,$184.00,Private room,2,5.0,PRATI
20357075,iFlat | Red & White Vatican Apartment,$99.00,Entire home/apt,4,4.49,CAVALLEGGERI
20372615,Camera Economy Matrimoniale,$114.00,Private room,2,5.0,MONTI
20053402,Antica casa nobiliare al Biscione,$269.00,Entire home/apt,4,4.77,PARIONE
20061670,Budget Central Room free WIFI private bathroom,$78.00,Private room,2,4.77,ESQUILINO
20061894,Apt deluxe Prati Vaticano 4.5,$295.00,Entire home/apt,4,5.0,MAZZINI
20062165,Studio 1.3,$288.00,Entire home/apt,4,5.0,PRATI
20062692,Exclusive apartment in Rome by Varental,$322.00,Entire home/apt,7,4.68,CAVALLEGGERI
20384020,GUESTHOUSE intera,$719.00,Entire home/apt,8,4.99,PRATI
20385708,Camera Matrimoniale,$107.00,Private room,2,4.86,NUOVO SALARIO
20390484,Betulla  room,$192.00,Private room,3,5.0,PRATI
20390611,La Casetta Bianca di Mimmi - Monolocale Metro B1,$61.00,Entire home/apt,2,4.79,CONCA D'ORO
20398534,Camelia Room,$158.00,Private room,2,5.0,PRATI
20399578,Magnolia Room,$144.00,Private room,2,5.0,PRATI
20402913,Caldo e rilassante appartamento a pochi passi dal Pantheon,$177.00,Entire home/apt,4,4.79,S. EUSTACHIO
20405748,Maison De Fiori- Charming Apartment,$139.00,Entire home/apt,4,4.76,REGOLA
20064958,a due passi da san Pietro,$153.00,Private room,2,4.44,PRATI
20065161,TERMINI  Apartment AI DUE CORTILI mura Aureliane,$161.00,Entire home/apt,5,5.0,S. LORENZO
20075552,Walk Rome's iconic attractions from a Sunny flat,$189.00,Entire home/apt,6,4.87,BORGO
20084389,Rental In Rome - Large apt in Trastevere with pool,$265.00,Entire home/apt,4,4.66,TRASTEVERE
20084729,A dip in Rome,$54.00,Entire home/apt,3,4.67,VILLINI SANTA MARIA
20086575,"Dreaming Navona Rooms, a double/twin private room",$189.00,Private room,2,4.71,PARIONE
20407690,Silvia's accomodation in front of the Colosseum,$103.00,Entire home/apt,2,4.76,MONTI
20417194,noHiPSTER Domus / Lavanda,$36.00,Entire home/apt,4,4.75,CASAL BRUCIATO
20421858,"Charme Apartment Campo de' Fiori, Monkey PaperWall",$375.00,Entire home/apt,4,4.88,REGOLA
20436183,Stanza singola con bagno privato vicino Termini,$47.00,Private room,1,4.68,S. LORENZO
20439192,Rome By Suite Vatican - Suite Rosso Borgogna,$117.00,Private room,2,4.86,BALDO DEGLI UBALDI
20447661,Locanda Sant'Anna - entire apartment,$100.00,Entire home/apt,7,4.93,ESQUILINO
20087318,Le Volute cozy flat in Pigneto,$78.00,Entire home/apt,4,4.95,PIGNETO
20088217,Dreaming a double room in Navona Rooms,$143.00,Private room,2,5.0,PONTE
20090018,Central penthouse with terrace & amenities,$85.00,Entire home/apt,5,4.6,S. LORENZO
20098343,Trastevere - Deluxe Triple Room + Private Bath,$144.00,Private room,3,4.93,TRASTEVERE
20100509,Trastevere - Deluxe Mini Apartment + Private Bath,$166.00,Entire home/apt,4,4.83,TRASTEVERE
20492579,E1 - Trevi Fountain/Spanish Steps Room - 2pax,$538.00,Private room,2,4.58,LUDOVISI
20495273,BigFamilyFlats - Spanish Steps&Trevi / 5 rooms,$588.00,Entire home/apt,13,4.69,LUDOVISI
20513560,Special Offer  - spacious room - next to Vatican,$226.00,Private room,2,4.62,TRASTEVERE
20518008,Beautiful apartment near Trastevere and Gianicolo,$122.00,Entire home/apt,4,4.88,MONTEVERDE VECCHIO
20530516,Spanish Steps Luxury Home,$291.00,Entire home/apt,4,4.97,CAMPO MARZIO
20531842,"Fantastic apartment in Monti, near Colosseum",$177.00,Entire home/apt,5,4.84,MONTI
20132726,White Flat at Monti,$116.00,Entire home/apt,2,4.8,MONTI
20148088,LOVELY FLAT TOP FLOOR AT SPANISH STEPS,$214.00,Entire home/apt,2,4.77,CAMPO MARZIO
20160040,Vatican Little Dome for your dream in Rome,$361.00,Entire home/apt,5,4.99,PRATI
20666663,Diana mini-apartment,$140.00,Entire home/apt,2,4.68,LUDOVISI
20678969,Elena room with the private bathroom,$103.00,Private room,2,4.89,LUDOVISI
20681649,Aurelia Relax Apartment un'0asi di pace a Roma,$82.00,Entire home/apt,4,5.0,GREGORIO XI
20534776,A World Aparts - 143 Sistina,$157.00,Entire home/apt,5,4.21,COLONNA
20535728,Exige Vacation - Amazing Suite - Suite di classe,$177.00,Entire home/apt,4,4.95,VESCOVIO
20536030,NAZIONALE 221 LUXURY HOME 2,$200.00,Entire home/apt,4,4.57,MONTI
20569075,Verrazzano 37 Guest House,$145.00,Private room,2,4.82,GARBATELLA
20576856,"holiday's apartment ""Il Vaticano a 2 passi""",$99.00,Entire home/apt,3,4.83,EROI TRIONFALE
20593923,Cozy Home full of Art with Terrace in Rome (Roma),$110.00,Entire home/apt,3,4.97,FURIO CAMILLO
20594518,Meraki,$200.00,Entire home/apt,4,4.94,PONTE
20597157,GUEST ROMA HOUSE SINGLE ROOM,$82.00,Private room,1,4.99,MAZZINI
20682281,Romantic cosy apartment - Rome Centre - Da Katia,$113.00,Entire home/apt,4,4.82,ESQUILINO
20689994,La camera con vista a Testaccio,$68.00,Private room,4,4.45,TESTACCIO
20598476,GUEST ROMA HOUSE LEFT DOUBLE ROOM,$106.00,Private room,2,4.95,MAZZINI
20598851,GUEST ROMA HOUSE RIGHT DOUBLE ROOM,$118.00,Private room,2,4.94,MAZZINI
20617079,Bilocale Roma,$80.00,Entire home/apt,2,4.5,COLLE SALARIO
20617287,LUXURY MODERN HOME,$45.00,Entire home/apt,4,4.0,VALLERANO
20621032,"original 1700s private double room, jacuzzi+bathr.",$72.00,Private room,2,5.0,MIANI
20708071,Ariana room with the private bathroom,$140.00,Private room,3,4.84,LUDOVISI
20723622,Testaccio room,$65.00,Private room,2,4.29,TESTACCIO
20735948,Rental In Rome - Just few steps from Saint Peter,$151.00,Entire home/apt,5,4.78,EROI TRIONFALE
20752525,Room Piazza di Spagna,$57.00,Private room,2,4.88,OSTIA PONENTE
20756083,Dulcis in Fundo Trastevere Superior Room,$187.00,Private room,3,4.75,TRASTEVERE
20757595,Appartamento luminoso con vista sulla città,$51.00,Entire home/apt,2,5.0,AFRICANO
20647614,"Little charming room, only women",$50.00,Private room,1,4.93,TOR PAGNOTTA
20648439,Amazing Piazza Venezia Suite Int. 10,$407.00,Entire home/apt,4,5.0,TREVI
20652795,Delizioso mini appartamento,$54.00,Entire home/apt,1,4.6,CORTINA D'AMPEZZO
20660796,Nice room close to Caffarella Park and Via Appia,$62.00,Private room,2,4.93,FURIO CAMILLO
20666501,Rihanna room with the private bathroom,$130.00,Private room,2,4.79,SALLUSTIANO
21108628,Casa di Alice vicino a Metro Piramide e Colosseo,$120.00,Entire home/apt,5,4.6,OSTIENSE
21117902,Alloggio turistico - ATR-003503-8,$229.00,Entire home/apt,4,4.75,MONTI
21119741,Quadrilatero Flat,$114.00,Entire home/apt,4,4.93,VILLAGGIO OLIMPICO
20760639,MySuiteInRome - Spanish Steps Penthouse Suite,$151.00,Entire home/apt,6,4.79,COLONNA
20764986,Domus Costanza,$180.00,Entire home/apt,5,5.0,VERBANO
20766232,StudioTre Roma San Pietro,$105.00,Entire home/apt,2,4.85,AURELIO
20770972,Termini Station Apartment,$130.00,Entire home/apt,2,4.79,ESQUILINO
20773340,"""A CasA""",$131.00,Private room,2,4.86,MONTI
20776820,BigFamilyFlats - Vatican&Navona / big groups,$657.00,Entire home/apt,8,4.72,TRASTEVERE
20781617,Room Colosseo,$42.00,Private room,2,4.86,OSTIA PONENTE
20781881,Pantheon116,$314.00,Entire home/apt,4,4.77,COLONNA
21143504,"Studio Della Pace, Classy & Charming - RENOVATED",$133.00,Entire home/apt,4,4.9,PONTE
21145054,The Heart of Rome,$56.00,Entire home/apt,4,4.85,APPIO S. GIOVANNI
21147910,Rose Roma Holiday House,$260.00,Entire home/apt,4,5.0,CAMPO MARZIO
21148507,Grotta Pinta 11 | For 4 people in Campo de' Fiori,$454.00,Entire home/apt,4,4.9,PARIONE
21170049,Cosimato terrace penthouse,$180.00,Entire home/apt,4,4.57,TRASTEVERE
21180750,Colonna Suite - San Giovanni Apartment with View,$121.00,Entire home/apt,6,4.61,TUSCOLANO
21185871,Luxury condo sleeps 6,$132.00,Entire home/apt,6,4.78,PARCO MONTE CIOCCI
21187691,The heart of Rome private room and bathroom + WiFi,$82.00,Private room,2,4.81,ESQUILINO
20785061,camera tripla,$133.00,Hotel room,3,3.5,APPIO S. GIOVANNI
20786175,"La Bijoux Maison, alloggio a Roma con parcheggio",$43.00,Entire home/apt,4,4.75,LA RUSTICA
20793849,Trastevere Dulcis in Fundo dbl,$210.00,Private room,2,4.84,TRASTEVERE
20796228,Central Rome Cornelia near St. Peter,$71.00,Entire home/apt,3,4.86,BOCCEA
20809620,San Peter's Room,$184.00,Hotel room,2,4.71,CAVALLEGGERI
20809655,Trastevere Dulcis in Fundo Dbl economy,$204.00,Private room,2,4.83,TRASTEVERE
20809755,Trastevere Dulcis in Fundo bagno esterno privato,$195.00,Private room,3,5.0,TRASTEVERE
20816755,Renella 92  - House with garden,$246.00,Entire home/apt,4,4.95,TRASTEVERE
21195291,Cozy Emporium Testaccio,$114.00,Entire home/apt,2,4.94,TESTACCIO
21200431,DormiRoma - Cedro 5 Apartment - Trastevere,$155.00,Entire home/apt,2,4.5,TRASTEVERE
21201434,La Casa di Nonna Rosa,$110.00,Entire home/apt,2,4.46,CASTRO PRETORIO
21204225,Alloggio low cost con bagno privato a Roma Pigneto,$51.00,Entire home/apt,2,4.58,PIGNETO
21209185,Monti Colosseum apartment,$324.00,Entire home/apt,10,4.75,MONTI
20824516,Small double room in central Rome,$99.00,Private room,2,4.79,CAVALLEGGERI
20824977,Nice apartment in the heart of Rome,$140.00,Entire home/apt,2,4.66,PARIONE
20831954,WHITE FLAT TERMINI,$166.00,Entire home/apt,2,4.58,ESQUILINO
20839620,San Giovanni - Furio Camillo (Metro A),$104.00,Entire home/apt,4,4.84,APPIO LATINO - ALBERONE
20840448,Cozy apartment (Vatican) with Lift Terrace Garage,$198.00,Entire home/apt,6,4.95,MAZZINI
21212356,Camera Matrimoniale Classic da 1 a 3 persone,$121.00,Private room,3,4.71,MONTEVERDE VECCHIO
21215607,"Bright,stylish, renovated Flat near Villa Borghese",$143.00,Entire home/apt,4,4.93,PINCIANO
21221615,La romantica al Colosseo,$245.00,Entire home/apt,5,4.99,CELIO
21224047,BigFamilyFlats-Sistine Chapel - 16 pax - 8 rooms,"$5,497.00",Entire home/apt,16,4.89,TRASTEVERE
21236872,A view from above,$552.00,Entire home/apt,8,5.0,PONTE
21239173,Bright room with terrace near Trastevere,$54.00,Private room,2,4.89,MONTEVERDE VECCHIO
21240641,Room Romantic,$143.00,Private room,2,4.83,PARIONE
21240721,Accogliente camera a Roma Colosseo,$76.00,Private room,2,4.82,CELIO
21241335,Bella camera a Roma Colosseo,$76.00,Private room,2,4.79,CELIO
20856599,Lovely renovated 2 bed flat close to the Vatican,$182.00,Entire home/apt,4,4.65,AURELIO
20871232,Appartamento Elegante in Stile Minimalista,$181.00,Entire home/apt,4,4.92,APPIO LATINO - ALBERONE
20878368,Roberta Apartment in Monti,$234.00,Entire home/apt,4,4.8,MONTI
20879453,Navona Romantic Loft.,$198.00,Entire home/apt,4,4.75,PONTE
21249809,Room terrace,$138.00,Private room,2,4.82,PARIONE
21257666,Domus Romana Saint Peter,$142.00,Entire home/apt,5,4.84,CAVALLEGGERI
21258427,Superattico Trastevere con terrazza esclusiva,$92.00,Entire home/apt,5,4.77,MONTEVERDE VECCHIO
21269459,Roma Tiburtina - Casa Giramondo,$85.00,Entire home/apt,5,4.88,MONTI TIBURTINI
21274581,Lotto 21 della Garbatella,$86.00,Entire home/apt,4,4.6,GARBATELLA
20883755,Belvedere House,$95.00,Entire home/apt,2,5.0,MONTE DEL MARMO
20900676,Margutta Palace 1,$164.00,Entire home/apt,4,4.87,CAMPO MARZIO
20902492,Pope's Room,$81.00,Private room,4,4.89,AURELIO
20911459,Appartamento Tadolini @ Flaminio,$141.00,Entire home/apt,4,4.73,FLAMINIO
20915582,[Perfect for Families] Cozy and Spacious Apartment,$200.00,Entire home/apt,8,4.83,BALDUINA
20925211,Apartment at Vatican Museums - free Wi-Fi,$189.00,Entire home/apt,8,4.88,EROI TRIONFALE
20926143,Flat Just Steps from Santa Maria in Trastevere,$180.00,Entire home/apt,3,4.96,TRASTEVERE
21292621,Saint Peter House Station,$198.00,Entire home/apt,5,4.83,CAVALLEGGERI
21305971,SAN PETER RAFFY'S HOUSE WITH ROOF TERRACE,$320.00,Entire home/apt,7,4.83,MAZZINI
21315541,Vatican Comfortable Sunny Apartment,$213.00,Entire home/apt,7,4.74,MAZZINI
21319322,NAVONA TOWER RELAIS - LEONARDO/RAFFAELLO,$203.00,Hotel room,2,4.79,S. EUSTACHIO
21331611,Modern and bright flat/5 guests/close to Vatican,$146.00,Entire home/apt,5,4.8,PRATI
21352620,Gracchi City Center Apartment,$143.00,Entire home/apt,4,4.93,PRATI
21352752,Trastevere Dream - Trastevere,$180.00,Entire home/apt,4,4.86,TRASTEVERE
20937995,Large bright flat 10min from Vatican Museum,$152.00,Entire home/apt,8,4.76,EROI TRIONFALE
20941429,"Piazza del popolo,  2 lge rooms kitchen & bathroom",$122.00,Entire home/apt,4,4.44,CAMPO MARZIO
21354034,Villa della Tartaruga Exclusive Living in Rome****,$435.00,Entire home/apt,14,4.98,AXA
21360555,Dreamy Loft by the Opera Theater,$129.00,Entire home/apt,3,4.93,CASTRO PRETORIO
