id,name,price,room_type,accommodates,review_scores_rating,quartiere
2737,"Elif's room in cozy, clean flat.",$57.00,Private room,1,4.8,OSTIENSE
11834,"Charming Boschetto Studio, Rome",$110.00,Entire home/apt,2,4.86,MONTI
12398,Casa Donatello - Home far from Home,$124.00,Entire home/apt,6,4.9,FLAMINIO
19965,S. Peter's Square 5 Min WALK bright and quite 2bdr,$162.00,Entire home/apt,5,4.57,EROI TRIONFALE
19967,*In front Vatican Museums 2 bedrooms quite bright*,$150.00,Entire home/apt,5,4.28,EROI TRIONFALE
20534,DormiRoma - Cedro 1 Apartment - Trastevere,$195.00,Entire home/apt,4,4.48,TRASTEVERE
20587,DormiRoma - Cedro 4 Apartment - Trastevere,$245.00,Entire home/apt,4,4.67,TRASTEVERE
20699,Vintage Suite w/ Private Bath by Esquiline Suites,$95.00,Private room,2,4.82,ESQUILINO
21811,PRETTY FLAT IN TRASTEVERE,$136.00,Entire home/apt,4,4.37,TRASTEVERE
22930,DormiRoma - Cedro 3 Apartment - Trastevere,$157.00,Entire home/apt,2,4.52,TRASTEVERE
25875,Close to St. Peter's Basilica  Le antiche Fornaci,$177.00,Entire home/apt,7,4.7,CAVALLEGGERI
29606,"2 steps Vatican&Colosseum, Your Home in Rome",$101.00,Entire home/apt,7,4.75,MONTEVERDE NUOVO
37305,Casa Pariolina - Suite The Romantic,$140.00,Entire home/apt,2,4.74,PARIOLI
37307,Casa Pariolina-Suite Villa Borghese,$162.00,Entire home/apt,3,4.78,PARIOLI
43912,Beautiful countryside villa - Rome,$95.00,Entire home/apt,4,4.53,MONTE CAMINETTO
22573,Wonderful loft in Rome Pigneto,$69.00,Entire home/apt,3,4.71,PIGNETO
182862,Perfect place apt 4 “Super Central” piazza navona,$131.00,Entire home/apt,2,4.57,REGOLA
183969,Anita Arte Roma B&B,$110.00,Entire home/apt,3,4.87,CASTRO PRETORIO
186484,"Panoramic ""studio"" in Rome",$152.00,Entire home/apt,3,4.83,PIGNA
191877,"Campo dei Fiori Attic, Regola",$300.00,Entire home/apt,4,4.74,REGOLA
48807,House of Colors ! Fast WiFi+Netflix,$85.00,Entire home/apt,4,4.81,PIGNETO
49240,PANTHEON CHARMING ACCOMODATION,$311.00,Entire home/apt,6,4.71,S. EUSTACHIO
50333,Bright&Cosy Penthouse Overlooking St. Peter's Dome,$125.00,Entire home/apt,3,4.8,MAZZINI
50471,Cozy bright Loft in Trastevere,$116.00,Entire home/apt,2,4.77,MONTEVERDE VECCHIO
53203,"Sanniti apartment, San Lorenzo stylish top floor",$108.00,Entire home/apt,6,4.67,S. LORENZO
53322,New Perfect place apt 7 in campo de fiore area,$137.00,Entire home/apt,2,4.54,PARIONE
192711,La Palmetta - Appia Antica Archaeological Park,$90.00,Entire home/apt,5,4.35,APPIO LATINO - ALBERONE
192859,Coronari Apartment 1 with terrace,$308.00,Entire home/apt,6,4.59,PONTE
194786,Laura's Brother terrace in Rome,$79.00,Entire home/apt,4,4.53,APPIO S. GIOVANNI
196714,Rome center home -Termini Colosseo apartment,$165.00,Entire home/apt,6,4.43,ESQUILINO
53325,New Perfect place apt 6 in campo dei fiori area,$160.00,Entire home/apt,2,4.55,PARIONE
54991,Tiziana house near the Imperial Rome,$73.00,Entire home/apt,4,4.69,APPIO S. GIOVANNI
55710,"luxury apartment st. peter, vatican",$286.00,Entire home/apt,6,4.96,AURELIO
56795,"Vatican: 2, 3, 4 Guests Room - 2 double beds B&B",$144.00,Private room,4,4.99,PRATI
56801,"Cozy Double Room B&B near Vatican, Rome",$121.00,Private room,2,4.95,PRATI
57982,Romantic getaway in Campo dei Fiori,$152.00,Entire home/apt,3,4.64,PARIONE
58273,Trastevere Bright and Charming Apt,$208.00,Entire home/apt,6,4.87,TRASTEVERE
59749,Garden View ShortLet 11people,$561.00,Entire home/apt,11,4.82,CASTRO PRETORIO
220921,The art home in Monti - near Colosseum,$111.00,Entire home/apt,3,4.69,MONTI
221063,Special price Vaticano,$171.00,Entire home/apt,2,4.66,AURELIO
223154,"Perfect place campo dei fiori 2 ""Super central""",$141.00,Entire home/apt,2,4.63,PARIONE
226372,"Colosseum View (Metro, Fast Wi-Fi, AC, kitchen)",$144.00,Entire home/apt,4,4.91,MONTI
228872,ROMAC Baullari - 5 bedrooms - in Campo de Fiori,$816.00,Entire home/apt,13,4.77,PARIONE
228911,ROMAC Baullari II w/4 bedrooms near Campo de Fiori,$593.00,Entire home/apt,8,4.77,PARIONE
230295,"Sleep in Campo de Fiori,  Roma",$400.00,Private room,4,4.8,PARIONE
60300,Enjoy apartment luxury in Rome,$797.00,Entire home/apt,14,4.93,ESQUILINO
63092,"LA CASA DEI GERANI, for up to 5+BABY!! AIRCON,WIFI",$94.00,Entire home/apt,5,4.63,AFRICANO
64683,Attic Sannio with terrace,$123.00,Entire home/apt,2,4.65,APPIO S. GIOVANNI
65104,"Modern apt with A/C and Wi-Fi, 20m from the metro",$103.00,Entire home/apt,5,4.7,TUSCOLANO
70477,Cozy Terrace by Vatican Museums New wifi 100Mbs !,$100.00,Entire home/apt,3,4.82,EROI TRIONFALE
70621,Luminosa dimora al Centro di Roma 70 mq con wifi,$137.00,Entire home/apt,5,4.66,CAMPO MARZIO
71341,The Queen,$115.00,Entire home/apt,4,4.54,BALDUINA
73235,Cozy Pigneto flat with lovely private terrace,$95.00,Entire home/apt,2,5.0,PIGNETO
230555,The Historic Nobleman's Penthouse - 3 bedrooms,$512.00,Entire home/apt,6,4.87,TRASTEVERE
231116,Simon's Suite - The Heart of Rome,$90.00,Entire home/apt,2,4.73,CASTRO PRETORIO
231654,Colosseum Flat - Early Booking Rate,$207.00,Entire home/apt,5,4.91,CELIO
234534,"Casa Trevi and Spanish Steps n.3, Rome",$225.00,Entire home/apt,5,4.7,TREVI
75474,"Elegant, historic villa, air-con, pool, spa, bbq","$1,303.00",Entire home/apt,12,5.0,SETTEBAGNI
77831,Bonheur Monti,$118.00,Entire home/apt,3,4.85,MONTI
80280,Cappellari 2 Campo dei Fiori,$186.00,Entire home/apt,4,4.74,PARIONE
80292,Cappellari 3 Campo dei Fiori,$167.00,Entire home/apt,4,4.6,PARIONE
80612,"Gli Archi 4 posti WIFI, Roma",$77.00,Entire home/apt,4,4.88,TOR FISCALE
84226,The Historic Nobleman's Loft -5 Bedrooms!,"$1,012.00",Entire home/apt,10,4.83,TRASTEVERE
85857,Aenea's B&B in the heart of Rome,$139.00,Hotel room,2,4.33,ESQUILINO
86187,"St. Peter luxury apartment, vatican",$170.00,Entire home/apt,2,4.94,AURELIO
234538,CASA TREVI GARDEN N. 2,$143.00,Entire home/apt,3,4.63,TREVI
234540,"Casa Trevi Garden n. 1, Rome",$251.00,Entire home/apt,4,4.62,TREVI
234542,"Casa in Trastevere botanical Garden  n. 1, Rome",$225.00,Entire home/apt,6,4.66,TRASTEVERE
234544,"Trastevere in the heart of Rome n. 2, Rome",$226.00,Entire home/apt,6,4.72,TRASTEVERE
235858,b&b128roma,$100.00,Private room,11,4.73,ESQUILINO
239234,B&B128Roma - PARIS ROOM,$100.00,Private room,2,4.74,ESQUILINO
239253,B&B128Roma - NEW YORK ROOM,$120.00,Private room,4,4.84,ESQUILINO
239288,B&B128Roma - London room,$118.00,Private room,2,4.76,ESQUILINO
239293,B&B128Roma - BALI ROOM,$110.00,Private room,3,4.79,ESQUILINO
240706,Attico Triremi with terrace and sea view in Ostia!,$122.00,Entire home/apt,5,4.31,OSTIA PONENTE
88428,"Space Home Piazza Navona, Rome",$233.00,Entire home/apt,3,4.73,PONTE
90666,WikiRome Vatican 1to4 people Wi-Fi Fiber 2.5 Giga,$105.00,Entire home/apt,4,4.91,PRATI
90971,Apt with mini gardenCampo de Fiori Pantheon,$304.00,Entire home/apt,4,4.44,S. ANGELO
91029,Roma Villa Borghese B&B camera 2,$71.00,Private room,2,4.78,SALARIO
93976,Perfect place apt 5 in campo de fiori area,$144.00,Entire home/apt,2,4.7,PARIONE
245450,"San Pietro Holiday House ""CasaRiz""",$225.00,Entire home/apt,4,4.64,BALDO DEGLI UBALDI
248552,Maison di Biancaneve,$72.00,Entire home/apt,4,4.81,CONCA D'ORO
249258,Domus Trastevere elegant apartment near Trastevere,$110.00,Entire home/apt,4,4.72,PORTA PORTESE
95415,Trevi palazzo storico suite B&B,$89.00,Private room,3,4.52,TREVI
96351,FRANGIPANE SUITE-COLOSSEUM-ROME,$207.00,Entire home/apt,2,4.93,MONTI
96755,Priscilla’s inn,$60.00,Private room,2,4.57,APPIANO
99620,VATICAN/TRASTEVERE GOLDEN ROOM...,$51.00,Private room,3,4.41,MONTEVERDE NUOVO
99635,Peacefull apartment in VATICAN/Trastevere,$110.00,Entire home/apt,8,4.4,MONTEVERDE NUOVO
102672,ARIA DI MARE  A 20 KM DA ROMA,$380.00,Entire home/apt,9,4.38,OSTIA LEVANTE
103190,Anni50 B&B - green Double Room,$125.00,Private room,2,4.86,VERBANO
103245,Trastevere - Manara House,$133.00,Entire home/apt,6,4.88,TRASTEVERE
103870,CASACHICA Your holiday home in Rome,$118.00,Entire home/apt,3,4.25,ESQUILINO
255532,Camera matrimoniale a La Canfora,$108.00,Private room,2,4.25,CORTINA D'AMPEZZO
256695,Trastevere color-suite,$148.00,Entire home/apt,4,4.96,TRASTEVERE
258330,"Sunny with view, WiFi, A/C. Metro, Airport train.",$107.00,Entire home/apt,4,4.89,TUSCOLANO
259075,Modern Comfort near the Vatican,$311.00,Entire home/apt,11,4.81,CAVALLEGGERI
262254,Two independent and joined apartments,$300.00,Entire home/apt,10,4.6,PARIONE
262313,The Other Moon at Termini station,$90.00,Private room,3,4.74,ESQUILINO
262876,Ancient Trastevere rooms: THE SUITE,$101.00,Private room,3,4.49,TRASTEVERE
108035,Sweet Rome in a typical district.,$124.00,Entire home/apt,4,4.57,PIGNETO
108039,Sweet terrace by Vatican Musuem New wifi 100Mbs!,$105.00,Entire home/apt,3,4.86,EROI TRIONFALE
113590,SMALL STUDIO FLAT Btw Termini & Colosseum!,$57.00,Entire home/apt,2,4.64,ESQUILINO
116291,Charming room AL Cupolone Guest House ★,$116.00,Private room,2,4.82,BORGO
117251,Rome is Home: Your home in the Eternal City,$122.00,Entire home/apt,4,4.89,S. EUSTACHIO
118803,Feel at home in Rome,$73.00,Entire home/apt,4,4.89,LA SAPIENZA UNIVERSITA'
124269,S.cosimato trastevere 2 bedrooms,$215.00,Entire home/apt,4,4.81,TRASTEVERE
125484,Exclusive Terrace Piazza Argentina,$228.00,Entire home/apt,2,4.87,S. ANGELO
131221,Saint Peter - Room in apartment,$120.00,Private room,2,4.96,BORGO
263658,Ancient Trastevere rooms: THE LOFT,$104.00,Private room,4,4.56,TRASTEVERE
264679,Deliziosa stanza a due passi dal Papa,$72.00,Private room,2,4.78,AURELIO
266296,LOVELY ACCOMMODATION CLOSE TO NAVONA SQUARE !!,$163.00,Entire home/apt,5,4.76,PONTE
269143,Near Vatican museum 8 minutes to Piazza di Spagna,$134.00,Entire home/apt,4,4.8,EROI TRIONFALE
271812,Charmant apartment inCampo de Fiori,$190.00,Entire home/apt,4,4.72,PARIONE
135307,your suite near the center of Rome and the metro,$93.00,Entire home/apt,3,4.78,SAN PAOLO
137713,Just renovated 60sqm apt Campo de' Fiori with Wifi,$214.00,Entire home/apt,3,4.77,REGOLA
137724,Studio in Campo de' Fiori with Wifi,$140.00,Entire home/apt,2,4.71,PARIONE
138192,Rome Termini station double room,$95.00,Private room,2,4.48,ESQUILINO
139330,abbraccia Morfeo (2b),$90.00,Private room,2,4.78,VILLINI SANTA MARIA
140801,"Rome Studio Rental, Colosseum",$131.00,Entire home/apt,2,4.73,CELIO
141614,Room with private bathroom - Colosseum 10min away,$118.00,Private room,3,4.33,ESQUILINO
273092,Moai Home - B&B Design at Rome,$400.00,Entire home/apt,10,4.63,AFRICANO
273971,Lovely flat Appio San Giovanni,$59.00,Entire home/apt,4,4.68,FURIO CAMILLO
275420,Charming Ponte Sisto's house,$149.00,Entire home/apt,2,4.87,REGOLA
277084,Lovely B&B in lively Trastevere,$82.00,Hotel room,2,4.61,TRASTEVERE
147381,Charming Studio in Trevi Fountain,$94.00,Entire home/apt,2,4.56,TREVI
147670,Feliz in Roma B&B - Junior Suite,$213.00,Private room,4,4.67,MONTI
155179,Renovated 1BR Navona-Vatican,$118.00,Entire home/apt,2,4.72,PARIONE
156445,Charming Navona / S.Peter,$123.00,Entire home/apt,2,4.69,PARIONE
156873,ART APPIA 1 SAN GIOVANNI,$69.00,Entire home/apt,6,4.0,APPIO LATINO - ALBERONE
158722,"Orso Flat - Piazza Navona, Roma",$366.00,Entire home/apt,5,4.2,CAMPO MARZIO
158761,DELIGHTFUL & COZY FLAT Trastevere,$90.00,Entire home/apt,4,4.75,TRASTEVERE
280117,Penthouse with views over Rome,$104.00,Entire home/apt,2,4.9,TRIONFALE
280198,Trastevere stylish two bedrooms apartment.,$140.00,Entire home/apt,3,4.72,TRASTEVERE
281393,Il Casale dell'Ara delle Rose,$250.00,Entire home/apt,9,5.0,S. CORNELIA
281629,The Angels of the Mysterious Home,$128.00,Entire home/apt,2,4.93,PRATI
282037,"Apartment in Campo de' Fiori, Rome",$238.00,Entire home/apt,4,4.95,PARIONE
282831,Appartamento al Pantheon con vista,$258.00,Entire home/apt,8,4.48,S. EUSTACHIO
282929,Bright & cozy double room in Rome,$26.00,Private room,3,4.2,APPIO CLAUDIO
161978,25 min to Center near Termini Station,$138.00,Private room,3,4.62,S. LORENZO
163008,Calpurnia House close Colosseum,$153.00,Entire home/apt,5,4.69,MONTI
163107,Charming 1BR/1BA by the Colosseum,$100.00,Entire home/apt,4,4.71,ESQUILINO
163111,Centrally located spacious 1BR/1BA,$93.00,Entire home/apt,4,4.75,ESQUILINO
166454,Artevere,$78.00,Entire home/apt,3,4.78,REGOLA
166894,Artevere !,$81.00,Entire home/apt,3,4.75,TRASTEVERE
172334,Splendid Two Bedroom Apartment in Rome,$190.00,Entire home/apt,4,4.7,GIARDINETTI
175380,Spacious&nice for families/friends near Colosseum,$130.00,Entire home/apt,6,4.8,ESQUILINO
181747,Terrace Rome Center,$117.00,Entire home/apt,5,4.69,CASTRO PRETORIO
283620,Casa Vacanze Roma Colosseo WiFi Sat,$440.00,Entire home/apt,9,4.83,MONTI
283699,Kiara Trastevere (Stella room),$120.00,Private room,2,4.93,TRASTEVERE
285564,Ripa Terrace Flat in Trastevere,$296.00,Entire home/apt,6,4.84,TRASTEVERE
287297,App. con terrazza vista Pantheon,$228.00,Entire home/apt,5,4.52,S. EUSTACHIO
289471,DormiRoma - Cedro 2 Apartment - Trastevere,$245.00,Entire home/apt,4,4.62,TRASTEVERE
290388,BED AND BREAKFAST THE FLOWER ROMA,$123.00,Private room,2,4.68,EROI TRIONFALE
325252,"Brand new flat in Trastevere, 4 min",$118.00,Entire home/apt,4,4.81,MONTEVERDE VECCHIO
325961,Apartment of charme Rome Colosseum,$259.00,Entire home/apt,7,4.88,MONTI
326361,Camera di charme Roma Colosseum 2,$99.00,Private room,2,4.58,MONTI
326494,Room of charme Rome Colosseum 1,$119.00,Private room,3,4.81,MONTI
326537,Camera di charme Roma Colosseo 3,$109.00,Private room,2,4.76,MONTI
291274,Relax close to Trastevere: cool & confy apt,$70.00,Entire home/apt,3,4.72,MONTEVERDE NUOVO
293274,Vista panoramica su Roma,$72.00,Entire home/apt,3,4.0,MIANI
295715,"Next to the Vaticano, Metro, wi fi",$190.00,Entire home/apt,6,4.95,PRATI
295755,Appartamento vicino a San Pietro - ATR-009313-4,$342.00,Private room,8,4.54,PRATI
297562,"5 Star Luxury Apartment ""Margana 21""",$340.00,Entire home/apt,2,4.63,CAMPITELLI
297635,ART APPIA 2 SAN GIOVANNI,$69.00,Entire home/apt,6,3.33,APPIO LATINO - ALBERONE
297933,ART APPIA 3 SAN GIOVANNI,$69.00,Entire home/apt,6,5.0,APPIO LATINO - ALBERONE
298031,P&F Apartment! and you're in Piazza Navona,$200.00,Entire home/apt,4,4.61,PARIONE
299695,"Sunny apartment, St. Peter's view, safe parking",$159.00,Entire home/apt,3,4.9,AURELIO
329646,Standard Double Room,$92.00,Hotel room,2,4.73,AFRICANO
329669,Superior Double Room,$103.00,Hotel room,2,4.63,AFRICANO
330798,B&B Bio - Organic B&B,$93.00,Private room,4,4.88,CORTINA D'AMPEZZO
332616,"Portico d'Ottavia the heart of Rome,from today A/C",$190.00,Entire home/apt,3,4.75,S. ANGELO
332998,Space on two levels at Repubblica/Termini,$109.00,Private room,4,4.82,CASTRO PRETORIO
334323,Colosseo Home - 29061,$294.00,Entire home/apt,5,4.76,MONTI
335009,Near Pantheon and Piazza Argentina,$171.00,Entire home/apt,4,4.83,S. ANGELO
336413,Triple room bathroom ensuite near the Centre,$126.00,Private room,3,4.6,MARCONI
300848,Renovated Perfect Central Location,$119.00,Entire home/apt,4,4.76,PORTA PORTESE
302154,Rome Accommodation Colosseum,$339.00,Entire home/apt,9,4.87,MONTI
302157,ELEGANT 3BR/2BATH WIFI SATELLITE TV,$303.00,Entire home/apt,9,4.92,MONTI
305009,aRTiSTiC VioLeT HoMy in Rione Monti with hot tub♡,$124.00,Private room,3,4.73,MONTI
305081,"""Sant'Angelo""B&B Ninni Rome Center",$112.00,Private room,2,4.86,PRATI
307429,apartment in Piazza Navona,$140.00,Entire home/apt,2,4.67,PONTE
307892,"Rome and sea. Cozy apartment,train,garden parking.",$87.00,Entire home/apt,5,4.52,OSTIA LEVANTE
309086,Matrimoniale con colazione zona Vaticano,$117.00,Private room,3,4.88,EROI TRIONFALE
339319,Take a Nap Art - Shiny Room  ROMA,$65.00,Private room,2,5.0,ARDEATINO
339692,Trevi Fountain Rome apartment,$160.00,Entire home/apt,5,4.66,TREVI
340097,Via Giulia wonderful apartment,$158.00,Entire home/apt,5,4.5,PONTE
341703,Luxury 1923 Building City Center Sea View,$180.00,Private room,2,4.93,OSTIA LEVANTE
342058,welcome to the themest comics world,$165.00,Private room,4,4.33,PRATI
343883,Delizioso e silenzioso attico Monti- Fori,$300.00,Entire home/apt,3,4.95,TREVI
354159,FANTASTICA Casa Vacanze,$91.00,Entire home/apt,5,4.59,PRIMAVALLE
356046,Quiet and cozy  ... with a  balcony  !,$180.00,Entire home/apt,1,4.88,CAMPO MARZIO
310005,Cozy room with loft and bathroom in city center,$86.00,Private room,2,4.73,ESQUILINO
315264,Brand new apt in San Lorenzo,$151.00,Entire home/apt,2,4.74,S. LORENZO
317380,Piazza di Spagna delizioso con balcone,$189.00,Entire home/apt,3,4.86,COLONNA
320025,Luxury Liberty Building City Center Sea View,$176.00,Private room,3,4.5,OSTIA LEVANTE
322226,Stylish apartment by Spanish Steps!,$320.00,Entire home/apt,4,4.68,VILLA BORGHESE
363364,EUR LAKE INDIPENDENT MINI FLAT,$59.00,Entire home/apt,1,4.97,EUR
366441,Charming 1923 Building City Center Sea View,$133.00,Private room,2,4.86,OSTIA LEVANTE
370630,Cozy room and unique location,$127.00,Hotel room,3,4.31,TRASTEVERE
377095,Colosseo Laterani,$140.00,Entire home/apt,6,4.43,ESQUILINO
384369,Comfy apartment next to Parco degli Acquedotti,$119.00,Entire home/apt,2,5.0,QUADRARO
386625,Peaceful Appian Way Escape • Huge Garden & Parking,$143.00,Entire home/apt,2,4.82,PARCO DELL'APPIA ANTICA
322298,B&B Zenzero,$90.00,Private room,2,4.88,CORTINA D'AMPEZZO
322712,Rome colosseo a stone's throw from archeologic are,$180.00,Entire home/apt,4,4.24,MONTI
323283,Cozy Room close Metro A - largo spartaco  Quadraro,$75.00,Private room,2,4.79,CECAFUMO
325175,"Cozy Rhome with pool and patio, Trastevere, Rome",$172.00,Entire home/apt,2,4.66,TRASTEVERE
473825,APT close to Piazza del Popolo*****,$63.00,Entire home/apt,3,4.69,VILLAGGIO OLIMPICO
475751,Penthouse with stunning Rome city center view.,$136.00,Entire home/apt,3,4.66,PONTE
482695,Apartment in Rome Parioli wi-fi,$158.00,Entire home/apt,5,4.72,PARIOLI
387704,Comfort Penthouse Rome Vatican view,$73.00,Private room,2,4.8,BALDUINA
392407,Appio Latino | Casa Kathy Rome,$78.00,Entire home/apt,2,4.87,TUSCOLANO
394822,DISTRICT TRASTEVERE - B&B LA LUPA,$124.00,Private room,2,4.53,PORTA PORTESE
395813,ART MARE 3 OSTIA,$59.00,Entire home/apt,6,3.57,OSTIA LEVANTE
396836,ART MARE 5 OSTIA,$43.00,Entire home/apt,5,4.33,OSTIA PONENTE
396870,ART MARE 7 OSTIA,$60.00,Entire home/apt,3,3.67,OSTIA LEVANTE
396871,ART MARE 6 OSTIA,$45.00,Entire home/apt,3,4.67,OSTIA LEVANTE
399381,Lillo  large and spacious apartment,$204.00,Entire home/apt,5,4.86,PRATI
400826,Claudia B&B: just like home,$68.00,Private room,2,5.0,SACCO PASTORE
484000,Splendido attico centrale con terrazzo,$100.00,Entire home/apt,4,4.14,MONTEVERDE NUOVO
484371,"Comfy room, 3 stops to Colosseo: private toilette",$56.00,Private room,2,4.74,GARBATELLA
490737,In Itinere: a 10 min da San Pietro!,$125.00,Entire home/apt,5,4.74,MAZZINI
493461,wonderful house near S.Peter,$138.00,Entire home/apt,7,4.65,AURELIO
495127,DISTRICT TRASTEVERE - B&B LA LUPA,$110.00,Private room,2,4.51,PORTA PORTESE
500154,Roman garden villa,$55.00,Entire home/apt,5,4.66,SAPONARA
408154,Appartmento 'Furi 51'  [metro A],$62.00,Entire home/apt,3,4.64,QUADRARETTO
409020,ROMAC Via Condotti Spanish Steps 3bdr,$405.00,Entire home/apt,6,4.76,CAMPO MARZIO
409028,"Bright double bed room, bathroom ensuite",$100.00,Private room,2,4.38,MARCONI
409226,Eco B&B Marela cozy double room,$67.00,Private room,2,4.71,MARCONI
409578,Double room-Private Bathroom-External Bathroom-Com,$87.00,Private room,2,4.64,EUR
409920,"Apartment ""Vigna Licia 2"" with pool and Jacuzzi",$106.00,Entire home/apt,5,4.9,MONTE MIGLIORE
410941,The apartment of Dario & Bea at the Colosseum,$101.00,Entire home/apt,4,4.8,ESQUILINO
411259,Vigna Licia 1 apartment with pool & terraces,$106.00,Entire home/apt,5,4.77,MONTE MIGLIORE
500959,"Casa TESTACCIO ""cuore vecchia ROMA""",$133.00,Hotel room,8,4.76,TESTACCIO
501912,New bright apartment Colosseum view,$117.00,Entire home/apt,2,4.91,MONTI
504814,Bed&Puppets - B&B in Rome (B),$67.00,Private room,2,4.7,MONTEVERDE NUOVO
504821,Bed&Puppets - B&B in Roma (M),$67.00,Hotel room,3,4.84,COLLI PORTUENSI
527124,Stand-Alone Studio Flat with Terrace,$130.00,Entire home/apt,2,4.52,ITALIA
527250,Campo de' fiori - Amazing Apartment,$193.00,Entire home/apt,5,4.76,REGOLA
414211,Romahouse Daniela - 5 min to Vatican,$95.00,Entire home/apt,5,4.74,AURELIO
414444,Double room-Deluxe-Ensuite with Shower-City view-C,$92.00,Private room,2,4.86,EUR
415254,"Deluxe apartment, just totally renewed!",$315.00,Entire home/apt,3,4.68,TESTACCIO
415705,Beautifull Loft in Trastevere!,$230.00,Entire home/apt,5,4.87,PORTA PORTESE
417824,Apt Perfect place 9 “ Super Central”,$162.00,Entire home/apt,2,4.7,PARIONE
419871,Sora Menica in the heart of Trastevere,$206.00,Entire home/apt,3,4.83,TRASTEVERE
421145,The double bass - A wiew over the roofs of Rome,$47.00,Private room,1,4.68,MONTEVERDE NUOVO
422410,Elegant apartmentBetween Piazza Navona and Vatican,$137.00,Entire home/apt,4,4.81,PONTE
527539,"Beautiful Apt., Vatican - Minimun stay 8 months",$200.00,Entire home/apt,2,4.88,BORGO
531710,NewApartment Rome Tiburtina Station,$69.00,Entire home/apt,3,4.92,CASAL BERTONE
532061,Sant'Onofrio Terrace Apartment by Romeloft,$420.00,Entire home/apt,2,4.61,TRASTEVERE
532077,Savelli dolce Studio Piazza Navona,$124.00,Entire home/apt,2,4.62,PARIONE
535946,Triple Room,$101.00,Private room,3,4.37,CASTRO PRETORIO
536190,BLANCO PANORAMIC GUEST HOUSE,$95.00,Entire home/apt,4,4.66,MONTAGNOLA
424531,"Atmosphera Trastevere,  Glamour Apt in the Center",$180.00,Entire home/apt,4,4.87,TRASTEVERE
426237,Blue double room with private bath,$89.00,Private room,2,4.56,SALARIO
426720,Romantic Loft in central Roma,$59.00,Entire home/apt,2,4.5,TRIESTE
427190,"ROMAN TERRACE, penthouse over Rome",$108.00,Entire home/apt,4,4.75,TUSCOLANO
427481,BUONANOTTE COLOSSEO   BALCONY  SUITE,$187.00,Entire home/apt,2,4.88,MONTI
427944,Casa Cimabue in the center of Rome.,$143.00,Private room,3,4.83,FLAMINIO
428414,Momo Central Rome 3,$385.00,Hotel room,12,4.88,BALDO DEGLI UBALDI
432720,Wi-Fi and A/C Cozy 3 stops from Colosseum,$57.00,Private room,2,4.78,GARBATELLA
434341,Meucci Square near Trastevere,$71.00,Entire home/apt,4,4.51,VIGNA PIA
539322,Stanza ampia con bagno privato,$60.00,Private room,2,4.9,TUSCOLANO
539492,Little House Testaccio,$100.00,Entire home/apt,2,4.78,RIPA
541240,Quiet room with private bathroom,$45.00,Private room,2,4.91,CASETTA MATTEI
434512,TRASTEVERE CHARMING SUNNING STUDIO,$124.00,Entire home/apt,2,4.47,TRASTEVERE
436111,Campo Fiori Spacious 2BR Apartment,$129.00,Entire home/apt,4,4.71,PARIONE
436480,"Classic Room- Single, Double, Triple Room",$98.00,Hotel room,3,4.6,AFRICANO
437787,Nice and sunny apt. in San Lorenzo,$105.00,Entire home/apt,2,4.78,S. LORENZO
437852,Casa Caracciolo-Vatican-St.Peter,$126.00,Entire home/apt,5,4.88,EROI TRIONFALE
439098,"Feel Rome in a ""true"" neighborhood",$149.00,Entire home/apt,3,4.84,ITALIA
440255,Camera verde Aurelia Garden Gold B&B,$97.00,Private room,2,4.6,VILLA TROILI
443404,Piazza di Spagna - charming,$276.00,Entire home/apt,4,4.96,CAMPO MARZIO
444469,Soggiornare a Roma con amoR!!!,$108.00,Entire home/apt,2,4.81,COLLI PORTUENSI
542118,Charming Loft downtown in S.Lorenzo,$113.00,Entire home/apt,2,4.68,LA SAPIENZA UNIVERSITA'
542420,B&B Navona Square Room in Rome,$215.00,Hotel room,2,4.9,CASTRO PRETORIO
544843,Colosseum Street n.1 - at 100 mt to the Metro,$258.00,Entire home/apt,5,4.73,MONTI
546203,Apt in Rome near Tiburtina Station,$95.00,Entire home/apt,5,4.89,CASAL BERTONE
550400,B&B BioCurcuma,$97.00,Private room,3,4.85,CORTINA D'AMPEZZO
553026,double\triple room with balcony and pvt toilet,$126.00,Private room,3,4.51,ESQUILINO
445298,Villino Maria flat Liberty with garden and parking,$81.00,Entire home/apt,3,4.71,MONTEVERDE NUOVO
448362,Ale&Andrea apartment  purple,$190.00,Entire home/apt,4,4.73,BALDO DEGLI UBALDI
451971,Splendid Penthouse Rome City Center,$416.00,Entire home/apt,4,4.71,PARIONE
452216,Attico nel cuore di Trastevere,$162.00,Entire home/apt,4,4.84,TRASTEVERE
456199,Bed&Puppets - B&B in Rome (P),$67.00,Private room,2,4.86,MONTEVERDE NUOVO
457241,Il Tempio di Morfeo - Double room with bathroom,$130.00,Private room,2,4.87,MONTE SACRO
457302,Centre Rome Cip e Ciop's house,$76.00,Entire home/apt,2,4.75,MONTEVERDE NUOVO
458170,EUR LAKE IN VILLA FLAT  4 SLEEPS,$96.00,Entire home/apt,4,4.9,EUR
553816,"""Pineta"" a wonderful flat Aurelia",$87.00,Entire home/apt,1,4.69,PINETA SACCHETTI
558620,big apartment with terrace close Trastevere lift,$145.00,Entire home/apt,4,4.54,MONTEVERDE NUOVO
560450,Rome - Bed & Breakfast Fonteiana66,$72.00,Private room,2,4.54,MONTEVERDE VECCHIO
